influencer_id,Number of subscribers,followers,average_likes,average_comments,average_shares,primary_platform,Targeted_audience_age,Targetaudience_gender,past_campaign_success,product_category,budget_per_video,engagement_rate,follower_growth_rate,pat_campaign_success_rate,Geographical location: state of India,campaign duration,score
792,668026,357872,28110,5835,1807,Instagram,15 to 25,Others,6.6,Clothing,51212,4.0,8.5,5.7,Punjab,3 months,5.1
793,915228,60778,30321,8958,3318,Facebook,15 to 25,Female,9.9,Accessories,60854,2.5,6.0,1.9,Gujarat,6 months,5.1
794,926529,250298,40764,5791,3880,YouTube,5 to 15,Male,7.0,Cosmetics,111606,9.1,6.8,8.7,Tamil Nadu,1 year,6.6
795,708639,313613,46256,115,2742,Instagram,5 to 15,Others,6.1,Cosmetics,95702,4.3,6.8,5.9,Rajasthan,1 year,4.9
796,788763,429024,1353,9238,808,YouTube,25 to 35,Others,7.8,Cosmetics,80586,9.0,5.0,6.2,Maharashtra,1 month,5.6
797,456841,46959,7019,5920,464,Instagram,5 to 15,Others,6.4,Clothing,119319,5.7,7.3,5.7,Rajasthan,1 month,5.3
798,361093,484354,43662,7547,4303,Facebook,5 to 15,Male,3.6,Accessories,149895,3.0,1.6,4.0,Sikkim,2 months,2.6
799,537329,169979,16467,9317,328,YouTube,15 to 25,Male,5.3,Clothing,83812,1.7,5.1,9.3,Rajasthan,2 months,4.5
800,346581,228746,47454,1848,4901,Instagram,35 to 45,Others,2.2,Accessories,149423,7.5,2.9,6.5,Punjab,1 year,4.2
801,299901,15856,27720,9882,2105,Facebook,25 to 35,Male,9.5,Cosmetics,56731,3.6,9.6,2.4,Kerala,3 months,8.5
802,959998,59786,1136,3303,3097,YouTube,15 to 25,Male,8.4,Accessories,67660,4.3,3.8,3.0,Tamil Nadu,2 months,3.9
803,543479,260856,47541,7351,2528,Instagram,25 to 35,Male,7.0,Cosmetics,129082,5.9,8.5,3.1,Sikkim,3 months,5.3
804,842921,13948,42370,9263,1124,Instagram,25 to 35,Others,3.4,Cosmetics,84536,6.6,3.3,9.6,Punjab,2 months,10.7
805,145857,242786,27305,5395,583,Instagram,15 to 25,Female,8.8,Clothing,144873,2.0,1.4,1.8,Punjab,1 month,3.0
806,538632,143066,46222,3322,2770,Facebook,15 to 25,Female,3.6,Clothing,70882,8.2,4.4,2.4,Gujarat,3 months,4.4
807,888448,83694,47806,5923,442,Facebook,25 to 35,Others,7.9,Accessories,50280,1.9,9.0,8.3,Rajasthan,2 years,6.6
808,382755,314070,41755,4609,1496,Instagram,25 to 35,Female,2.0,Accessories,142158,1.5,9.9,3.8,Tamil Nadu,1 year,3.7
809,964016,180517,37220,9444,3678,YouTube,25 to 35,Female,5.8,Cosmetics,106914,2.7,4.3,8.8,Sikkim,3 months,4.7
810,197399,309158,1882,5806,1979,YouTube,35 to 45,Male,9.5,Clothing,149097,9.0,8.6,5.0,Gujarat,1 year,6.4
811,116015,314917,27911,1783,3756,Instagram,15 to 25,Others,2.7,Accessories,138971,3.7,4.3,3.4,Punjab,2 months,3.0
812,616296,205082,21788,5865,1959,Instagram,25 to 35,Female,6.7,Accessories,60934,7.6,4.4,4.9,Kerala,2 months,4.9
813,77743,276555,13804,9321,4709,YouTube,35 to 45,Female,9.5,Cosmetics,147380,7.9,6.4,7.0,Kerala,6 months,6.3
814,805880,264550,37456,3945,3736,Facebook,25 to 35,Female,1.2,Accessories,77303,4.7,5.4,1.0,Punjab,3 months,2.7
815,477260,210471,26941,2689,938,YouTube,25 to 35,Male,10.0,Clothing,120620,1.3,7.6,8.1,Gujarat,2 months,5.7
816,806632,214782,7901,6881,2017,Instagram,25 to 35,Male,4.4,Clothing,58297,3.4,4.2,8.3,Tamil Nadu,6 months,4.1
817,562537,186803,38791,7670,978,Instagram,15 to 25,Male,5.7,Cosmetics,94988,6.5,2.4,5.4,Rajasthan,2 months,4.4
818,189637,99874,45352,9714,2981,Instagram,35 to 45,Female,9.2,Accessories,91715,8.6,6.0,4.4,Tamil Nadu,3 months,6.5
819,152401,476021,29662,6259,3018,Facebook,35 to 45,Others,6.4,Accessories,58841,7.1,3.5,2.3,Gujarat,6 months,4.0
820,480550,371804,22126,1276,4320,YouTube,5 to 15,Male,9.0,Clothing,109459,9.2,2.3,8.7,Punjab,2 years,6.0
821,184865,215297,5581,7820,241,YouTube,5 to 15,Male,8.0,Cosmetics,148206,9.7,8.6,3.5,Gujarat,6 months,6.0
822,952805,116932,20970,7315,1429,Facebook,5 to 15,Male,2.1,Accessories,98931,2.1,7.3,1.8,Rajasthan,1 month,3.0
823,186352,264532,26729,9334,3711,YouTube,35 to 45,Female,7.4,Cosmetics,112695,3.0,3.7,1.3,Rajasthan,1 year,3.3
824,233266,91344,6957,7471,4889,Instagram,5 to 15,Others,8.7,Accessories,117005,3.4,8.3,9.3,Tamil Nadu,1 year,6.1
825,731681,180144,39497,1272,2309,Instagram,25 to 35,Male,3.7,Clothing,80496,9.5,5.0,4.2,Kerala,3 months,4.9
826,929484,349891,20513,5635,1377,Instagram,35 to 45,Male,1.5,Clothing,53761,7.3,1.9,1.9,Gujarat,2 years,2.6
827,808509,365567,22077,1089,3804,YouTube,15 to 25,Male,4.0,Accessories,75777,5.9,6.5,5.4,Sikkim,6 months,4.5
828,693220,461437,43789,1873,1208,Facebook,15 to 25,Female,3.4,Cosmetics,100697,9.0,2.7,7.7,Maharashtra,1 year,4.7
829,551294,376516,18218,7784,1433,Instagram,15 to 25,Others,8.2,Accessories,132554,4.8,1.5,9.0,Kerala,6 months,4.8
830,331854,335525,25747,1472,4220,YouTube,35 to 45,Male,8.4,Accessories,112454,7.1,5.7,2.2,Rajasthan,2 years,4.8
831,202068,305624,24549,5084,2907,YouTube,15 to 25,Male,6.3,Clothing,107218,4.0,10.0,4.6,Kerala,3 months,5.1
832,78918,147908,16417,1281,650,YouTube,15 to 25,Female,4.2,Accessories,62685,9.2,5.9,8.1,Kerala,2 years,5.7
833,595858,254028,40455,5421,923,Instagram,35 to 45,Others,7.8,Cosmetics,68507,4.3,6.7,3.9,Gujarat,2 years,4.9
834,343766,470159,22068,2662,2099,YouTube,35 to 45,Others,2.4,Cosmetics,78933,3.2,8.9,4.3,Rajasthan,1 year,3.9
835,476981,234667,9243,5176,2634,Instagram,35 to 45,Female,8.7,Cosmetics,138426,7.7,1.4,1.6,Kerala,1 year,4.0
836,450574,305390,40935,5493,3255,YouTube,5 to 15,Others,3.0,Accessories,138574,5.7,4.3,8.4,Kerala,1 year,4.5
837,593067,267049,6138,146,3238,Facebook,25 to 35,Others,2.6,Clothing,76557,9.3,4.9,8.4,Tamil Nadu,1 year,5.1
838,622014,435612,18248,5568,3771,YouTube,5 to 15,Male,9.2,Clothing,126562,2.3,9.0,7.4,Sikkim,1 month,5.7
839,352163,345408,4808,1840,683,Instagram,15 to 25,Others,9.8,Accessories,96269,9.0,1.9,3.3,Maharashtra,2 months,4.8
840,560782,228532,11426,4005,4863,YouTube,5 to 15,Others,1.7,Cosmetics,62193,5.6,1.7,2.8,Rajasthan,1 year,2.5
841,941447,424974,18738,4402,4339,Instagram,15 to 25,Female,2.2,Clothing,101593,8.8,1.8,3.1,Gujarat,2 years,3.3
842,381403,148695,17868,8928,4312,Instagram,35 to 45,Female,9.1,Cosmetics,72594,5.5,2.7,9.0,Gujarat,3 months,5.5
843,259310,311692,13185,3491,2966,Instagram,15 to 25,Male,2.9,Cosmetics,106376,1.3,9.2,4.6,Gujarat,1 year,3.7
844,638440,41676,25126,5714,2843,YouTube,25 to 35,Others,9.2,Accessories,140663,1.8,6.5,8.7,Kerala,1 year,6.4
845,960163,115150,15416,3491,4514,Instagram,15 to 25,Others,2.2,Clothing,108088,4.3,3.0,5.8,Sikkim,6 months,3.3
846,95638,386633,40775,6318,196,Facebook,5 to 15,Female,6.3,Cosmetics,119990,5.8,3.5,2.3,Gujarat,2 years,3.8
847,235885,459415,33104,1519,4124,YouTube,15 to 25,Male,2.9,Cosmetics,85662,5.2,6.5,5.9,Rajasthan,1 year,4.2
848,837622,333428,42711,8252,1853,Facebook,35 to 45,Male,4.1,Accessories,74430,4.8,4.5,8.2,Kerala,1 month,4.6
849,617908,402903,29634,8816,604,Facebook,15 to 25,Others,4.5,Accessories,80022,5.1,5.4,4.6,Gujarat,6 months,4.1
850,623890,48194,15078,9193,1341,YouTube,15 to 25,Others,8.4,Cosmetics,82514,8.1,5.5,6.8,Rajasthan,2 years,6.4
851,460569,190449,23847,2387,4019,YouTube,35 to 45,Others,1.4,Clothing,89327,7.3,7.1,8.6,Tamil Nadu,3 months,5.1
852,560224,182824,12631,3758,2268,Instagram,35 to 45,Others,2.1,Cosmetics,65735,4.2,2.5,9.6,Gujarat,1 month,3.8
853,432371,257659,2507,4111,1094,Facebook,35 to 45,Others,5.3,Cosmetics,76539,1.6,3.1,3.8,Rajasthan,6 months,2.8
854,72679,250727,7893,5485,4845,Facebook,35 to 45,Female,9.4,Cosmetics,117248,6.5,2.1,5.0,Punjab,3 months,4.7
855,302848,14692,18014,4597,143,YouTube,35 to 45,Female,3.6,Accessories,93673,7.0,6.4,5.9,Punjab,2 years,7.0
856,148869,50174,16219,7843,170,Instagram,25 to 35,Female,8.5,Cosmetics,137496,5.7,9.4,8.7,Sikkim,3 months,7.1
857,402313,19036,4097,1661,4782,Instagram,25 to 35,Male,5.8,Accessories,60591,8.0,9.5,3.2,Punjab,3 months,5.7
858,479838,142679,27357,5566,4779,YouTube,15 to 25,Female,2.2,Clothing,124820,8.9,8.9,1.7,Kerala,6 months,4.7
859,159560,398492,46189,8748,2246,Instagram,25 to 35,Others,7.0,Clothing,84788,8.3,3.4,1.1,Punjab,3 months,4.2
860,355415,297394,12633,8176,1093,Instagram,5 to 15,Others,2.3,Cosmetics,107011,5.7,10.0,7.8,Rajasthan,6 months,5.2
861,58702,435253,20525,973,4340,YouTube,15 to 25,Female,9.3,Cosmetics,132100,3.3,6.6,9.9,Maharashtra,3 months,5.9
862,221177,243005,17186,4920,4067,Facebook,15 to 25,Female,4.6,Accessories,63690,9.1,7.8,6.8,Sikkim,6 months,5.8
863,343540,347642,23364,4274,1671,Facebook,15 to 25,Female,5.1,Clothing,86370,2.0,9.2,5.3,Maharashtra,2 years,4.5
864,525902,279212,17462,7594,4929,Instagram,25 to 35,Male,6.0,Cosmetics,126007,2.2,6.4,6.9,Kerala,2 months,4.4
865,346620,266938,25377,8783,3307,YouTube,15 to 25,Male,4.2,Cosmetics,103479,7.3,6.4,1.2,Rajasthan,2 years,4.0
866,855964,326947,2956,1082,3601,Instagram,5 to 15,Female,7.7,Accessories,71119,2.4,6.2,9.6,Maharashtra,1 year,5.2
867,267304,398303,42897,3090,381,Facebook,35 to 45,Male,8.6,Accessories,135819,5.5,2.1,9.9,Kerala,6 months,5.4
868,351381,93061,18658,4968,2513,YouTube,5 to 15,Male,1.7,Cosmetics,139669,8.8,9.4,1.0,Sikkim,2 years,4.6
869,371673,386265,33053,6732,4402,Facebook,5 to 15,Female,2.0,Clothing,115686,6.2,7.4,7.0,Tamil Nadu,3 months,4.7
870,912127,128437,6884,1725,4672,Facebook,15 to 25,Female,2.5,Clothing,109058,1.4,6.6,8.4,Kerala,3 months,3.9
871,723446,361189,48655,2939,281,Facebook,15 to 25,Male,7.9,Accessories,116737,5.9,8.5,9.8,Kerala,2 months,6.7
872,265419,147939,24140,7138,856,YouTube,15 to 25,Others,7.0,Accessories,101483,1.3,8.6,4.5,Gujarat,2 years,4.6
873,811708,463733,45323,8977,4637,YouTube,15 to 25,Male,6.9,Accessories,80503,7.4,1.9,4.7,Rajasthan,2 years,4.4
874,789171,35290,49088,9307,524,Facebook,25 to 35,Female,7.9,Cosmetics,126790,3.5,6.9,5.6,Sikkim,6 months,7.6
875,338658,404344,6014,3853,1421,Instagram,15 to 25,Others,2.7,Accessories,143876,2.6,8.5,4.7,Punjab,2 years,3.7
876,915050,458962,17051,7760,4471,YouTube,15 to 25,Male,7.3,Clothing,141073,8.2,9.5,9.7,Rajasthan,1 year,7.0
877,204663,47920,20411,3827,1194,YouTube,5 to 15,Male,4.5,Accessories,134687,9.8,8.8,4.7,Tamil Nadu,6 months,6.4
878,592171,161172,18574,4732,2691,Instagram,35 to 45,Female,5.1,Cosmetics,50519,5.6,4.9,9.5,Sikkim,3 months,5.3
879,346835,471744,11400,3252,2617,Instagram,15 to 25,Male,5.5,Clothing,81010,3.6,7.1,3.7,Maharashtra,2 years,4.0
880,442630,451751,27016,8910,4196,YouTube,5 to 15,Female,1.2,Clothing,140884,4.7,4.6,9.3,Rajasthan,6 months,4.1
881,481956,498439,28110,8417,841,Instagram,35 to 45,Female,2.1,Clothing,71410,8.2,6.3,2.4,Gujarat,3 months,3.9
882,93501,370889,7452,6414,1029,Facebook,5 to 15,Female,4.4,Accessories,76424,9.1,7.9,6.0,Punjab,1 month,5.5
883,346013,129635,40751,6978,164,Instagram,25 to 35,Male,4.4,Accessories,116095,5.4,2.8,2.4,Maharashtra,3 months,3.6
884,955759,371250,10944,3715,2353,YouTube,15 to 25,Male,2.6,Accessories,65317,9.8,2.1,6.3,Kerala,2 years,4.2
885,859619,292518,5454,1486,4175,Instagram,15 to 25,Others,8.4,Cosmetics,129487,3.6,2.4,5.6,Kerala,3 months,4.0
886,996668,52112,37095,9809,2405,Instagram,25 to 35,Male,2.6,Accessories,132238,6.7,7.6,9.7,Sikkim,3 months,6.7
887,228802,128352,8063,2807,93,Facebook,15 to 25,Female,3.3,Cosmetics,89264,7.6,1.1,2.7,Sikkim,2 months,3.1
888,195171,215760,32049,8833,3601,YouTube,25 to 35,Female,2.6,Accessories,131052,3.9,3.1,5.6,Maharashtra,3 months,3.3
889,110637,18720,15324,9842,367,Instagram,25 to 35,Female,5.2,Cosmetics,127475,3.1,2.8,4.1,Gujarat,1 year,4.7
890,60868,39552,30237,8655,877,Instagram,35 to 45,Female,2.9,Accessories,90480,2.1,4.3,5.3,Rajasthan,3 months,4.4
891,264425,473960,34260,1422,2290,YouTube,25 to 35,Others,2.7,Accessories,75317,8.3,8.7,2.8,Gujarat,2 years,4.6
892,803251,319495,11651,2146,4880,Facebook,15 to 25,Female,9.8,Clothing,66256,8.8,2.5,3.5,Rajasthan,2 months,5.0
893,105678,185633,29253,2713,171,YouTube,15 to 25,Female,6.3,Clothing,97198,5.3,3.5,7.5,Rajasthan,1 month,4.8
894,127664,224898,42709,1472,1578,Facebook,35 to 45,Female,9.0,Cosmetics,93332,3.7,4.2,9.5,Rajasthan,6 months,5.7
895,904230,216829,23250,979,2399,Instagram,35 to 45,Female,6.8,Clothing,51692,5.7,2.6,9.9,Punjab,1 year,5.2
896,400826,122819,22312,1346,3965,YouTube,35 to 45,Male,5.9,Cosmetics,71929,1.8,2.8,6.0,Punjab,3 months,3.7
897,823810,390198,44150,3919,1950,Instagram,15 to 25,Male,2.9,Accessories,88675,9.6,6.4,2.8,Gujarat,2 months,4.6
898,882041,40364,1436,5601,280,Facebook,15 to 25,Male,2.0,Accessories,58498,4.2,3.5,3.8,Maharashtra,1 year,2.8
899,255011,354387,32274,9156,3956,Instagram,35 to 45,Female,3.8,Clothing,64353,5.5,3.3,9.1,Punjab,1 year,4.5
900,765103,416271,35829,761,3327,YouTube,35 to 45,Female,9.2,Accessories,108381,5.5,6.5,3.2,Punjab,2 years,5.1
901,249982,433137,13594,9192,1362,YouTube,15 to 25,Others,3.7,Accessories,61306,1.5,7.8,8.8,Maharashtra,1 year,4.4
902,803509,27814,22616,669,4674,Instagram,15 to 25,Male,7.1,Accessories,63733,9.6,3.0,5.0,Rajasthan,1 year,6.6
903,83348,265447,31576,2134,4184,Instagram,15 to 25,Male,3.0,Cosmetics,96644,7.5,9.8,5.0,Maharashtra,6 months,5.3
904,982011,127405,12982,9468,1895,Facebook,35 to 45,Male,1.9,Cosmetics,137260,5.0,3.2,4.3,Punjab,3 months,3.1
905,355203,39857,46260,3196,3188,YouTube,15 to 25,Others,6.0,Accessories,100822,1.5,8.7,4.8,Maharashtra,3 months,6.5
906,119746,331167,12782,2777,4807,YouTube,35 to 45,Female,3.8,Accessories,120839,6.7,4.4,8.2,Punjab,1 year,4.7
907,528966,177012,15448,9878,2719,Instagram,35 to 45,Others,8.9,Cosmetics,109127,3.7,2.0,9.0,Sikkim,2 years,4.9
908,161280,476968,28386,4177,3721,YouTube,25 to 35,Female,3.2,Cosmetics,115991,6.0,7.5,6.5,Gujarat,1 year,4.8
909,103889,445879,37160,8743,1612,YouTube,25 to 35,Others,2.1,Cosmetics,51304,2.2,1.4,7.6,Rajasthan,2 years,2.8
910,542090,76443,5481,3520,4513,Facebook,25 to 35,Male,4.0,Cosmetics,114951,4.6,9.2,1.9,Kerala,1 month,4.1
911,334943,93742,26757,4079,3708,YouTube,25 to 35,Male,1.1,Accessories,118385,6.4,5.9,8.3,Tamil Nadu,2 years,4.9
912,655574,81183,23366,8911,2133,Facebook,5 to 15,Others,2.9,Clothing,102786,4.0,6.4,6.9,Tamil Nadu,1 month,4.6
913,524406,420457,49064,7036,2231,Instagram,35 to 45,Male,4.9,Accessories,122337,6.1,4.8,1.6,Tamil Nadu,2 years,3.7
914,714806,234074,10294,5060,2705,Instagram,15 to 25,Others,6.0,Clothing,134001,6.7,9.5,9.6,Tamil Nadu,6 months,6.4
915,98930,349147,44659,9877,2830,YouTube,15 to 25,Female,2.1,Cosmetics,98931,7.5,5.7,9.3,Punjab,6 months,5.2
916,636844,450159,35068,2386,2264,Facebook,35 to 45,Female,4.1,Accessories,60608,8.9,8.1,7.2,Punjab,3 months,5.8
917,430381,341317,21040,3825,325,Facebook,5 to 15,Male,7.5,Accessories,80426,4.2,9.3,6.0,Kerala,1 month,5.5
918,250039,383530,42333,1337,4479,YouTube,15 to 25,Others,3.2,Accessories,109585,1.5,8.6,7.1,Rajasthan,2 years,4.3
919,50075,301945,16376,1830,609,Instagram,15 to 25,Others,7.3,Clothing,131200,4.8,9.0,5.9,Maharashtra,3 months,5.5
920,480210,134064,16907,7375,1773,Instagram,35 to 45,Male,8.9,Accessories,84783,4.8,3.2,6.8,Maharashtra,1 year,5.0
921,968167,212944,4495,5113,4447,Instagram,5 to 15,Female,3.2,Accessories,86303,8.5,9.8,3.2,Kerala,1 year,5.0
922,260354,209719,46530,4236,2095,Instagram,35 to 45,Others,8.7,Accessories,118195,7.1,5.2,9.0,Punjab,1 month,6.4
923,500531,59278,32316,5169,4311,Facebook,35 to 45,Male,3.5,Accessories,58906,4.8,9.0,9.2,Gujarat,1 year,6.4
924,227530,296041,46885,6826,1811,Instagram,25 to 35,Male,7.7,Clothing,61570,5.3,6.8,2.9,Maharashtra,3 months,4.9
925,410308,416696,28324,6623,3738,Instagram,5 to 15,Others,8.6,Accessories,139456,5.2,6.4,3.3,Rajasthan,1 month,4.8
926,268946,437018,7458,1425,3790,YouTube,5 to 15,Female,8.7,Accessories,62741,5.6,9.8,8.0,Sikkim,2 months,6.5
927,312093,196105,44838,3261,3132,Instagram,15 to 25,Others,7.6,Cosmetics,96834,2.4,2.5,4.3,Kerala,1 year,3.8
928,960933,368711,41285,9077,1164,Facebook,5 to 15,Female,2.2,Clothing,129275,9.1,1.2,8.8,Kerala,3 months,4.5
929,294396,168666,9742,3270,4582,Facebook,5 to 15,Others,3.5,Cosmetics,100795,5.2,1.2,6.3,Sikkim,3 months,3.4
930,985982,225381,1926,3540,834,Facebook,35 to 45,Female,9.5,Accessories,54999,1.3,4.8,6.5,Rajasthan,6 months,4.4
931,913305,70172,23787,4886,4707,Facebook,15 to 25,Others,7.6,Cosmetics,61773,9.6,2.3,9.7,Sikkim,3 months,6.5
932,392888,12340,3710,6977,403,YouTube,35 to 45,Female,3.2,Accessories,98179,7.6,8.4,3.1,Punjab,1 year,5.1
933,116766,201672,42400,8123,257,Instagram,15 to 25,Male,5.7,Cosmetics,51610,8.7,1.6,1.6,Punjab,2 months,3.9
934,64980,471479,28295,331,3159,Facebook,15 to 25,Female,5.8,Accessories,120056,1.9,1.2,2.4,Kerala,2 months,2.4
935,797604,336373,44132,6460,4349,Facebook,35 to 45,Others,6.7,Cosmetics,53821,1.7,9.4,6.1,Tamil Nadu,6 months,5.0
936,952023,121559,10651,4695,2883,Instagram,15 to 25,Male,8.5,Clothing,64716,9.9,6.3,8.6,Rajasthan,3 months,6.8
937,186598,198116,45484,6875,1024,Facebook,5 to 15,Male,1.2,Clothing,60098,5.1,5.6,3.1,Kerala,1 year,3.5
938,899268,150567,41076,9926,332,Facebook,15 to 25,Male,3.7,Clothing,125546,9.8,6.9,4.2,Sikkim,2 years,5.5
939,810674,338644,19283,1203,4881,Instagram,25 to 35,Male,4.6,Clothing,68341,3.4,5.2,1.5,Kerala,1 month,3.1
940,389510,360363,28120,2654,2898,YouTube,15 to 25,Male,4.6,Clothing,66454,8.1,6.1,8.3,Tamil Nadu,1 year,5.6
941,726039,220333,38960,4109,1805,Instagram,15 to 25,Others,9.1,Clothing,96643,3.5,1.8,9.7,Rajasthan,3 months,5.2
942,905041,236472,13126,1604,3851,Instagram,25 to 35,Others,6.7,Cosmetics,126801,3.0,6.7,8.0,Tamil Nadu,2 months,5.0
943,607041,419666,49354,4201,1193,Instagram,25 to 35,Female,5.6,Cosmetics,80675,9.7,1.1,7.5,Sikkim,1 year,5.0
944,90017,255503,29991,8902,3557,YouTube,5 to 15,Female,3.5,Clothing,146981,5.9,2.3,3.2,Punjab,2 years,3.2
945,671566,267773,46998,6886,3407,YouTube,35 to 45,Female,2.7,Cosmetics,120414,3.2,1.1,4.1,Sikkim,2 months,2.6
946,108031,199952,40066,3544,546,Instagram,5 to 15,Others,3.5,Cosmetics,57270,7.4,6.1,4.0,Tamil Nadu,1 month,4.6
947,687485,258608,3228,2611,773,Facebook,5 to 15,Male,8.9,Clothing,113543,4.7,7.5,6.2,Maharashtra,6 months,5.5
948,454929,41386,4341,1050,272,YouTube,25 to 35,Female,7.3,Accessories,110873,7.6,1.7,8.1,Punjab,6 months,5.1
949,838390,147226,28047,3154,4391,Instagram,5 to 15,Female,4.1,Accessories,57289,6.7,4.2,9.7,Punjab,6 months,5.3
950,371098,46638,27383,6475,1346,Facebook,35 to 45,Female,6.5,Clothing,80801,8.7,4.3,8.6,Sikkim,1 year,6.8
951,969966,20485,5359,2062,981,YouTube,5 to 15,Female,9.5,Cosmetics,140692,1.1,9.1,6.2,Gujarat,3 months,5.7
952,881626,104494,5590,3437,3931,YouTube,35 to 45,Female,7.6,Cosmetics,133034,2.5,5.5,2.3,Tamil Nadu,2 months,3.7
953,457585,254230,41196,7298,3088,Facebook,5 to 15,Male,3.3,Clothing,129955,3.9,7.5,2.7,Punjab,1 month,3.8
954,289385,466667,10661,4470,3977,YouTube,5 to 15,Male,6.9,Cosmetics,66009,7.1,7.8,3.3,Kerala,2 years,5.1
955,321087,223011,18318,7901,3202,YouTube,35 to 45,Others,7.6,Cosmetics,121716,2.1,1.8,6.6,Sikkim,2 years,3.8
956,140988,344107,47557,6667,4701,YouTube,15 to 25,Male,3.1,Clothing,84517,1.0,5.5,3.4,Tamil Nadu,6 months,2.9
957,733592,419064,30120,9927,3014,Facebook,35 to 45,Others,8.6,Cosmetics,89948,2.6,6.4,5.2,Rajasthan,3 months,4.7
958,868276,294307,18804,8895,1212,YouTube,15 to 25,Others,4.9,Cosmetics,82014,9.1,3.5,3.6,Punjab,1 month,4.3
959,338677,359379,28894,4866,4807,Instagram,15 to 25,Male,7.8,Cosmetics,121372,8.0,1.1,5.7,Punjab,3 months,4.7
960,421305,251173,47752,596,124,Instagram,15 to 25,Female,6.0,Accessories,110370,6.1,3.7,7.2,Kerala,1 month,5.0
961,133118,387262,8227,2796,1872,Instagram,35 to 45,Male,3.0,Cosmetics,67130,1.8,7.4,7.4,Gujarat,3 months,4.0
962,67100,414545,37831,1500,3725,YouTube,5 to 15,Male,5.2,Clothing,96601,5.9,6.5,2.4,Rajasthan,1 month,4.2
963,261462,270158,47650,5118,1606,Facebook,15 to 25,Others,7.8,Accessories,105367,7.1,6.8,4.4,Maharashtra,2 years,5.6
964,166593,256552,9205,2032,3000,YouTube,35 to 45,Female,2.1,Cosmetics,119814,8.2,5.3,3.6,Punjab,2 months,3.9
965,438551,216328,20530,3790,872,YouTube,15 to 25,Male,3.6,Cosmetics,84492,4.7,2.2,2.7,Punjab,2 years,2.8
966,132670,117683,26452,6035,3182,Facebook,5 to 15,Male,9.2,Clothing,83891,9.3,3.0,6.4,Sikkim,6 months,6.0
967,296744,190205,29512,6133,2258,YouTube,15 to 25,Others,1.4,Clothing,68862,5.2,5.9,7.5,Sikkim,3 months,4.3
968,188479,202821,6155,669,1397,Facebook,15 to 25,Others,9.8,Clothing,63172,9.5,8.8,9.7,Rajasthan,2 years,7.6
969,209271,229536,45611,789,4587,Instagram,15 to 25,Female,5.3,Accessories,69434,7.4,9.2,4.5,Rajasthan,2 years,5.7
970,630225,331991,28834,1207,3082,Facebook,25 to 35,Male,8.1,Cosmetics,148637,3.4,9.3,3.2,Gujarat,3 months,5.0
971,91969,193980,43762,4962,1368,Instagram,25 to 35,Female,5.4,Cosmetics,78164,9.8,2.4,4.0,Sikkim,1 month,4.8
972,601494,295933,43660,5563,1709,Facebook,25 to 35,Others,3.5,Accessories,120684,7.4,1.1,8.1,Tamil Nadu,3 months,4.3
973,187185,414248,32617,7497,1020,Facebook,25 to 35,Others,5.1,Clothing,64329,1.8,4.9,1.3,Punjab,2 months,2.8
974,584000,337567,16570,1018,884,Facebook,15 to 25,Male,2.6,Cosmetics,51200,3.5,8.3,5.4,Sikkim,6 months,4.1
975,175236,90494,6127,9055,2591,Instagram,5 to 15,Female,8.1,Cosmetics,71177,7.1,1.1,2.6,Rajasthan,2 years,3.9
976,877171,452361,43924,7630,2562,Instagram,25 to 35,Male,2.8,Cosmetics,143632,8.6,7.8,3.2,Rajasthan,6 months,4.7
977,752301,374318,39556,5469,4217,Facebook,25 to 35,Others,4.0,Clothing,116000,8.4,2.0,6.3,Kerala,2 years,4.4
978,489226,277502,2711,8305,1214,Instagram,35 to 45,Others,2.9,Clothing,96901,3.6,8.0,2.7,Punjab,6 months,3.5
979,596968,308444,13311,2749,773,YouTube,35 to 45,Male,7.7,Accessories,55742,4.2,4.6,6.9,Punjab,1 year,4.8
980,877745,45371,5886,2079,4867,YouTube,25 to 35,Others,1.5,Clothing,127684,4.6,3.6,7.7,Punjab,1 year,3.7
981,719033,214985,43921,7484,3299,Facebook,35 to 45,Female,6.8,Accessories,110763,8.9,4.3,9.7,Maharashtra,3 months,6.3
982,706845,297092,11507,9589,1304,Instagram,5 to 15,Others,1.0,Accessories,53839,7.0,9.8,8.9,Rajasthan,6 months,5.4
983,816779,187264,19251,2662,1004,Instagram,15 to 25,Others,7.7,Accessories,140660,2.4,4.7,6.6,Maharashtra,6 months,4.5
984,889970,203990,44749,6051,4039,YouTube,5 to 15,Female,7.4,Cosmetics,118991,7.0,5.0,9.5,Gujarat,1 year,6.2
985,570358,496726,11527,881,2817,Instagram,25 to 35,Male,5.5,Clothing,110622,3.7,8.8,4.3,Tamil Nadu,2 years,4.5
986,922369,183929,11030,9559,2419,Facebook,15 to 25,Male,1.3,Clothing,78140,6.7,1.3,8.2,Kerala,6 months,3.6
987,844704,157969,11784,8063,1487,Instagram,35 to 45,Male,6.4,Accessories,112476,2.0,8.5,3.9,Kerala,6 months,4.3
988,735399,42987,15702,631,1934,YouTube,5 to 15,Male,1.4,Accessories,109417,1.2,8.7,6.0,Gujarat,2 years,4.2
989,822556,73289,15523,6368,1579,Facebook,5 to 15,Others,1.3,Cosmetics,84230,1.3,10.0,10.0,Punjab,1 month,4.9
990,130962,456587,30416,8489,3086,YouTube,15 to 25,Male,2.2,Accessories,58609,4.5,8.4,4.5,Sikkim,6 months,4.1
